"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Europe & Central Asia","ECS","Interest forgiven (current US$)","DT.IXF.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Interest arrears, private creditors (current US$)","DT.IXA.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Interest arrears, official creditors (current US$)","DT.IXA.OFFT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Net change in interest arrears (current US$)","DT.IXA.DPPG.CD.CG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Interest arrears, long-term DOD (US$)","DT.IXA.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PNG, commercial banks and other creditors (INT, current US$)","DT.INT.PNGC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PNG, bonds (INT, current US$)","DT.INT.PNGB.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, multilateral concessional (INT, current US$)","DT.INT.MLTC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, IDA (INT, current US$)","DT.INT.MIDA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPG, IBRD (INT, current US$)","DT.INT.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Interest payments on external debt, short-term (INT, current US$)","DT.INT.DSTC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","DT.INT.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Presence of peace keepers (number of troops, police, and military observers in mandate)","VC.PKP.TOTL.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","3","3.3","","","",
"Europe & Central Asia","ECS","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Internally displaced persons, total displaced by conflict and violence (number of people)","VC.IDP.TOCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149733","","","56782","","",
"Europe & Central Asia","ECS","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Battle-related deaths (number of people)","VC.BTL.DETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","25.1131862919669","27.5701636281149","28.399527969223","27.9230886538442","27.5674442801932","25.2296313369009","25.7356829950307","27.1163659289328","27.7571188958779","28.5328266990005","29.5288979599085","30.6836121574804","31.1236802820607","30.528016030861","29.7639306787809","30.4071570220417","30.5893234592124","29.6268927618519","30.8495833392349","31.290974663629","32.4521910251762","31.0806869239612","31.4858683011357","29.4546362607915","28.9605879556329","27.9002718290098","26.4984122180986","26.2314434969664","25.4209996820205","24.262540126392","23.94007176101","23.0572499854039","22.2875531285187","22.3319947874416","21.2323831424898","21.5272845488696","20.9634904195832","21.0171134917062","20.5800550202658","20.1543553950168","19.9171078822184","20.2122724797521","",
"Europe & Central Asia","ECS","Transport services (% of commercial service exports)","TX.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","40.3691422294728","38.7799825264361","36.4750099312062","37.6924155315358","37.8026871929687","38.0633342210013","35.378285109046","34.1492829816183","34.5287201933264","33.5784493736684","31.2699765676101","30.2702343738743","31.4444555227901","31.7572230806123","30.4907186786537","28.5587693502334","27.1115626302768","27.6796294344592","28.8468961183661","27.8948540825659","26.8380026987553","26.6627499953463","25.2291700149759","24.7981082180199","24.7646505384495","25.3545093145094","24.8516278568496","24.0088276474316","24.2369509156489","24.0379238330056","24.0604165377148","24.3902018692761","24.6220834735627","22.696839727656","23.8049989352602","23.4769334498459","23.0344675611742","22.0251923252634","21.7468118538044","21.5406729599598","21.0064787197934","21.4555216401336","",
"Europe & Central Asia","ECS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1504077561302","14.2632608884741","14.1093302486306","14.9315907487048","14.7679908126472","15.9349632214569","15.919340682167","16.1654323658096","16.1410646450315","17.0581429248181","17.9896882885557","18.8903548517403","20.5922533717546","20.0467932708576","18.9605426476099","17.7167472532298","17.3036224730316","17.3561472260477","17.6597104234588","13.7581219395695","13.3238288007692","15.0661001865351","15.1763436350088","14.720511859389","15.2647402221425","15.6485794525478","15.6226838161722","17.1245665772993","16.2910735649035","13.670651691425","",
"Europe & Central Asia","ECS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279729752321","306918455314","337036115504","373899522434","414781998880","410790423872","413986882610","454763018341","538262596175","586027098023","668400168608","603433216570","640840840308","556544432444","631913695344","720505529303","712428691852","749758166444","772369511244","714202377444","715701814263","657577588305","",
"Europe & Central Asia","ECS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","111688150603.645","130464063055.86","161487115388.785","197137530852.871","234936208602.011","223492084530.383","215090570255.904","206339515464.523","205279814524.043","217561763481.448","266192515208.001","321369681301.668","347933124808.793","364293835939.657","460311211341.552","468502583904.582","537355201834.94","512148384154.229","544621406353.555","637460647441.954","673031935358.241","690225872778.777","735475125751.204","772486643832.251","803471341707.108","822275621203.278","897193140953.293","1060464436832.52","1286639096796.81","1425243976014.92","1596168116435.98","1915794490126.5","2150284255204.29","1878281056604.68","1944203412785.36","2201205936922.18","2208948269433.52","2391106261435.75","2553060698293.31","2373447927248.27","2400177256529.75","2606004972509.83","",
"Europe & Central Asia","ECS","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","","31.7935107035851","31.0175394195265","32.4939432382262","31.8616208764572","32.1621658923267","34.0360117859058","36.1347357366971","35.6282341295393","34.5915365326191","34.6109798425002","33.1983346914936","33.2355241863777","31.3766149165453","31.7057958908751","33.8188202185059","33.3072696715916","33.2148409044125","33.7547040079461","33.3779051098737","33.5676845253341","32.6286168558059","33.7636013426908","35.159044821907","37.8221141629951","38.8869048798575","39.6324407494522","40.4614658523813","42.901877679852","42.4015448786079","43.4694957202772","42.864146298089","43.0121208647361","43.8661701166351","45.3231883338089","45.934762002623","45.9728094973618","47.2144920352709","47.0998084643707","48.4182204239004","49.2500904457512","50.0716275047819","49.6718912423854","",
"Europe & Central Asia","ECS","Export value index (2000 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","0.0311768674714833","0.0286904769269793","0.0287430306473952","0.0313582768873031","0.0246142384910908","0.0311295966430725","0.0424724339133059","0.0493541800393529","0.0476559630779423","0.0403421404905976","0.0336729649109923","0.0292686493751375","0.0413571792628228","0.0428195169661793","0.043374965372391","0.0465380121759082","0.0617093166516591","0.0652285514012238","0.0671225219283264","0.0672639061032656","0.0808176011729832","0.110346683327907","0.0940931872343061","0.113452738466013","0.0990309578533404","0.0978540782295432","0.078590484711543","0.0764158734451276","0.0744876266851719","0.068781945012823","0.0427318861107454","0.0403788458750692","0.522928300029119","0.672051997215672","1.76424322119502","1.9196765416601","1.90931401146251","1.8493769452196","1.49868630947742","1.14777832686447","1.45019653594277","1.26997884785634","1.45847602329484","1.54074952223149","1.62543585881385","2.03055843104928","2.22653264572859","2.74575117375761","3.10051747681241","2.05449034794761","2.25334177069816","2.67321271760784","3.42496759828117","3.15320134231198","2.85671816491736","2.40909855459058","2.18425542669781","2.4176329000559","",
"Europe & Central Asia","ECS","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","48080520000","51724480000","54065280000","58899920000","65612430000","72599720000","79887110000","84329230000","95371066000","111397163000","132153495000","150843995000","181806403000","248741713000","325441182000","353410024000","387656213000","447426769000","540474329000","676350849000","775524132000","723244541273.1","697275871087.5","681490822011.3","702592049475.8","744277057993.6","898036639453.3","1075336200113.4","1194433437937.3","1266296555634.8","1511594344370.1","1506531472187","1643729085996.96","1543273942999.35","1787989121579.35","2187692786299.07","2267849207879.5","2480906770094.2","2530847169812.9","2600272714700.6","2761342009824","2772180042087","2986386225987","3569891421244","4291229019206","4725979603178","5387286656053","6305229234595","7199998326586","5443150867548","6190352071394","7393878283202","7247988260811","7531715972627","7518497503453","6444149798902","6360875361040","7017818367920","",
"Europe & Central Asia","ECS","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","10.6899634196968","11.0654374872401","11.006897587509","10.7782489348033","10.9588686168154","10.790151807748","10.8338754524979","11.0725545578917","11.8706348527131","12.3350214942188","13.7701942729551","13.6653474339499","13.820352080779","13.8231945841749","13.7862045375683","14.4816203628678","14.0951026109312","14.1108883898719","14.2140552988225","13.4380909160358","13.311035432744","12.581467902733","12.1355279275954","12.33525996836","11.8946366943665","11.7790719816934","11.6902367246056","11.1590060071342","11.1482824543182","10.9925455067965","10.7023498026885","9.97841822801028","9.11597391797254","7.33620480879273","7.03059239597967","6.73587456832009","6.57608267216118","5.91801102966668","5.63841958698384","0.993427162472637","1.10342143101434","1.065441823568","1.04559685479664","0.952431750155351","1.02177475724922","1.22419531542403","1.16956050191253","1.13173024037695","1.12703850981973","2.02277974647795","1.71876681524578","2.13282531462916","1.08921204552512","1.15598071669758","0.976637067595975","0.78430923746701","0.782319645402765","0.892438665971954","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","5.29572059536794","5.03589402928749","4.78105357079442","5.11083886022256","5.33511714167575","5.32526847210981","4.68062995394376","4.79805163642547","4.39907004919081","4.28070327069281","4.31147961694089","4.31365995046737","3.67346027961402","3.59698254550494","3.75697750507801","4.29179167821227","3.99429223129722","4.22551382928097","4.03137463352122","3.31682765434068","3.99285447380508","4.2011582519218","3.78633446690031","3.02674035604798","2.77862180261613","2.57878159763462","2.26801359969365","2.0212160811093","2.01014804971327","1.86692826562258","1.74317336282432","1.68874571978177","1.64306156951732","1.51734326656065","1.33852766829798","1.40559309898303","1.37501586834483","1.27803734822501","1.37116804626896","1.22532370214399","1.192273522978","1.24092111200332","1.20169133907451","1.23117273647175","1.18521865536346","1.22016942504836","1.37546537171441","1.2766114124187","1.35599157503268","1.47080846991229","1.45136614615472","1.55355361449438","1.52111550730718","1.53999187693139","1.52373038001789","1.48946025049502","1.33544462959122","1.31147930514592","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","2.55579598556754","2.39296750784155","1.9971597298673","1.90443382605613","1.81837496340251","1.78248621344545","1.54013582416487","1.35523590100372","1.05104204245762","0.913945178298661","0.764877992821908","0.825747156855664","0.728122870347971","0.651996394348221","0.641589668267613","0.7424229144106","0.638885929580084","0.664461361273626","0.758996270477816","0.754936141138783","0.779724285871739","0.871199247340384","0.885991210134966","0.843820595742789","0.850012590381425","0.895589671912354","0.963631283402473","0.918442044010746","0.859740582105459","0.825563844753217","0.703667627678087","0.635922712798969","0.655132070976513","0.724730545403913","0.716186749140984","0.781044519710602","0.750627454398095","0.745074143857078","0.632649976763788","0.69343881533469","0.709354195326513","0.63395093822151","0.699999053173071","0.737519899045704","0.797709898907559","0.883772039534697","0.895434574171013","0.95594794917669","1.01103463084438","1.11205808210985","1.15369030877944","1.13532587747234","1.51061749364297","1.32914611371203","1.27077766233373","1.37642392408558","1.28976219649722","1.38575804968893","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","6.04845787857536","5.0543185741065","4.04448104217716","3.97211065821482","3.63159846388863","3.64708018157646","3.48989968469256","3.32245414786783","3.3972462885127","3.2743832084844","3.02492870128028","3.00234358020019","3.17781602004413","3.3928836857371","4.47859423027784","6.30374140151724","5.91554042756952","5.96462188877215","5.69683338281179","4.94177423587443","5.56851711224377","7.15189448419476","6.68856693562318","6.17549584005273","5.4376834204046","4.7128704618785","3.47446756777067","2.81556761175799","2.7644547370118","2.64416242022934","2.65680006258487","2.69602671373335","2.62183104925511","2.58621275333764","2.16265097858553","2.00306193707984","1.97292925176748","1.94926562113914","1.9880789859593","1.89502069109675","1.79080112090685","1.93831893113794","1.96386650975182","1.98901725445915","2.11310064594917","2.16410415439002","1.92634444986139","2.01192897343007","2.25935187804598","2.70553453397737","2.5967823566746","2.27163233851967","2.54725780482075","2.42107964557774","2.49356508082761","2.4415856949323","2.49554641029857","2.38993253286079","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","TX.VAL.MRCH.R3.ZS","3.6642698539866","3.32059403980475","3.14246037382956","2.93981723574497","2.82880850472997","2.68247591037541","2.90765306192701","2.85101618976006","2.96871170549777","2.77168818024567","2.57711080588523","2.66216232207321","2.53714441509522","2.38369830636328","2.73038124597274","2.82902275573259","2.48586419534568","2.42089046755269","2.24220621586636","2.11542988689292","2.06900176769741","2.24412017099965","2.03454220880532","1.49206494036901","1.50771990135783","1.49784531281898","1.50406110972046","1.37792578123016","1.31887945617538","1.28527337913655","1.24864380597944","1.36220249610083","1.39069550103571","1.53410124088329","1.57387290397323","1.56543082210413","1.51893095753202","1.66054914555201","1.78209919744829","1.57433428204207","1.59521769394323","1.67801045883657","1.51131277398935","1.30133449220737","1.27839480881751","1.32870487335099","1.35239624470585","1.42851260569253","1.53620430532025","1.49541168199638","1.70532867194786","1.72693379470542","1.89258204055992","1.84301165283566","1.80200100624861","1.8055721817768","1.69126427846577","1.69542334741651","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","1.07989680644053","1.11929593105624","1.08209926962368","1.07872812051358","0.991046970825498","1.10110617506514","1.3423066624891","1.56448718908023","1.44665469084722","1.27111046804666","1.26151412037949","1.22828157660502","1.35647422714809","1.36181541855025","1.5661982201134","1.70089431306001","1.60760173344623","1.4264718703051","1.27013766087677","1.22867783965774","1.14589844897309","1.17014230743421","1.0363171006695","1.06517751457642","1.08117543346311","1.19373501250391","1.07278689137879","1.06944410023354","0.959376662525758","0.895380152025767","1.05304122234027","1.01182855904678","1.83583263125694","3.49111378661834","4.3971698248308","4.81175825911387","5.20049372197805","5.37869377461978","4.73133145999767","3.70211839002797","4.25701788477453","4.17510501745282","4.65529831048736","5.08460063414891","5.63328714119127","6.37140978849161","7.03946106368595","8.00452952204867","8.68767745505293","7.00513743562221","7.44480325041059","8.21168659070841","9.11726675212715","8.91946604089328","8.17893091374416","7.1403992124516","6.98938220184384","7.49055735954881","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","1.96726241729499","1.60164007448697","1.33079861974265","1.33192031500213","1.2652175814857","1.43014325675085","1.91030818363563","1.97950342959375","1.73259046931488","1.56914498801015","1.40474756267324","1.28701245283248","1.10763095621005","1.22190201367633","1.38580648345851","1.47059609152456","1.28885926046025","1.18539443043472","1.38560419952897","1.45855217223214","1.33177196863811","1.381701130079","1.45152636289022","1.51019125801378","1.4285672872769","1.70235523336321","1.64350711097645","1.4822518084159","1.50857018496276","1.51516601024311","1.53947156634817","1.60059799183957","2.01849307587434","2.74482401985006","2.68513010051493","2.80433906617484","2.84209745069471","2.65025095279349","1.92931007021773","1.94903182896551","2.14144242095418","2.33200522449945","2.50060502871892","2.68010177857621","2.75128287652765","2.69597568540757","2.79589400537587","2.92631613514765","3.07337383012872","3.7053526876953","4.22484800594073","4.57468414171025","4.88748781032604","5.1639437124757","5.27133267017753","5.24640925177757","5.32956691309186","5.6367736885622","",
"Europe & Central Asia","ECS","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","20.5802266697615","18.4960196796565","16.3493095753874","16.3064907388669","15.845549387517","15.93743061268","15.8284609369396","15.8213943136917","14.9476592827431","14.0406331532878","13.31098583507","13.2899383896588","12.5392915891967","12.5664588472139","14.5161723877957","17.2919311422814","15.8693344610473","15.822125296218","15.3180298411546","13.7489340240334","14.8069504560562","16.9098689086419","15.7891850977892","14.0000377663367","12.9847494776467","12.483323211882","10.8478770782309","9.60843155331251","9.34668204580927","8.96369212699773","8.90206576164443","8.9549453474262","9.64211759788681","11.9262736154382","11.1092950041484","11.4515511615062","11.7507806932527","11.8124940409669","10.9359514271783","9.89148938274651","10.2359103029405","10.7283328342953","11.0742969919002","11.4829972726776","12.1335581679428","12.633577535174","13.1584630637859","13.8580954241567","14.8231161976125","15.4398125433658","16.3234769692098","16.8006036400026","18.0513598105028","18.0634377001138","17.6836195484322","17.0907519609283","16.9467112030907","17.4922913831673","",
"Europe & Central Asia","ECS","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","68.6986330430702","70.4098523561764","72.6150498064562","72.8839020494425","73.1709677571765","73.2412879829289","73.2951911766491","73.0566969483772","73.1340499014659","73.5840032120028","72.8851469270639","73.0154455270162","73.5989991507615","73.5675270516449","71.6542481092636","68.1799104826749","69.9738536113698","70.0017577625088","70.4007923380946","72.7457111538275","71.8011965100268","70.3983165052972","71.9811937873811","73.5512495268373","75.0215828701335","75.639750728195","77.3832957124519","79.1561465661082","79.4305478731873","79.974980421193","80.3528525495564","81.0262575786884","80.7189801841115","80.0654695785534","80.0958693786769","79.8928977285136","79.7638226231236","80.4201179841468","81.9269426763604","87.9673051279164","87.2104717301024","86.9362464942804","86.4216301300083","86.0238214549356","85.2192312159942","84.1116687183527","83.445443788573","82.2644231617087","80.9493278157553","80.4829173622087","79.7044144448463","78.3933583277604","77.4344605456909","77.6273802408766","78.4830252190545","79.7158402470141","80.0867137248088","79.1976370508049","",
"Europe & Central Asia","ECS","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","59689926004.72","64279883143.8022","67904328002.2578","74159446054.2517","83070896772.9836","92189206128.1497","100401888769.922","106165429303.279","118583533793.293","138099098086.073","159686889482.306","180677625802.597","218911897282.434","299110406376.532","390367585363.469","422931970031.29","465248938200.762","534668259633.36","644799292355.216","803991270385.01","918679195431.7","852732602067.494","820660591268.998","804297627744.909","828711935093.195","870389416329.027","1056242524377.74","1267300447083.15","1404962723882.76","1491342049009.2","1782468144615.51","1760943520514.81","1867338567441.02","1759319478495.91","2009574904445.91","2459389852062.51","2556363177032.92","2548896578221.57","2631108923856.38","2632357903735.42","2783575167288.89","2804526937934.51","2996969868263.85","3586611867567.44","4322588908837.91","4754323200701.75","5416096995223.85","6330217774178.44","7194038083807.49","5477396413639.08","6245719571565.94","7447678575049.53","7271322335422.51","7564118318841.22","7553136559273.94","6466184475064.99","6371032971199.98","7026375082818.84","",
"Europe & Central Asia","ECS","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","5.99377876944759","5.18156973255217","4.35451365460421","4.30267137884058","3.83020412443191","3.7500144628657","3.61364931088382","3.38294325704148","3.45962369761076","3.5103694696426","3.15777497976879","3.09611529448023","3.18904939778166","3.33675397660384","4.53365241280374","6.21963541136004","6.50311749292149","6.96169477512866","6.8061264016112","6.98334911086953","7.36815318082197","9.27934770294198","9.42853026635244","8.37022165541478","7.40302545622472","6.2898765569438","4.85809001717579","4.0929218777276","3.98441501751149","3.87557510432398","3.48075606724956","3.48235530644529","3.48326855827916","3.73706092070391","3.31379454033069","3.10030885296167","3.05794995663314","3.06726862432441","3.0647060814115","2.87615047059071","2.67208634491831","2.91609731924702","2.96889844720928","2.95245576055284","3.04437316184472","3.25458202366276","3.17248696862955","3.21966634022053","3.66130958041482","4.04680516886403","3.87337174654438","3.57873327364822","4.14078903806638","4.35032146109616","4.3898917732355","4.5827946450177","4.36521715784102","4.1636743590388","",
"Europe & Central Asia","ECS","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","4.80963590713928","4.34251915011685","4.64958735931826","4.86034492852634","5.35080849135917","4.96680442791686","5.18637149395354","4.9715608642187","4.77624558796888","3.87166548635271","3.71887542617998","3.96906909518447","4.4734389299969","3.39338522193222","3.52738432290187","3.50390950994252","3.32796661281732","3.6563217714191","4.13470531652367","3.37209431382582","3.00742927208374","3.37538844921643","3.59767768106542","3.12835916785835","2.67943233250544","2.7673958228897","3.52176247273689","3.69483525146556","3.23502006832118","2.93542667012497","2.85365421908308","2.74949138822986","2.78058489249004","3.19574309988541","3.33995071598029","3.56326631353586","3.75764700506292","3.34315729506287","3.15138704612159","3.01492876960993","2.82071252938212","2.70805537235921","3.0226546074565","3.0258117132917","3.79560069879233","3.88266973639031","3.41912582556088","2.91892887321215","3.56569533742072","3.76281466324498","3.55134090537845","3.23478347032993","3.16282116475733","3.27271930119911","3.0769877580856","3.24132033735284","",
"Europe & Central Asia","ECS","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","74.1924670909144","67.95686319803","67.7513251974058","68.1398955482344","69.9567337378062","69.6040604822759","70.0502379765976","71.0899218898578","71.1943808260736","74.6444036748536","73.174950449545","72.4594161229047","72.066669292708","73.1690541324281","74.1645762077899","73.9278315126235","74.3958228127533","73.0426989887197","71.4724692159455","70.8228802984244","71.5370994579369","71.3567758968259","71.3567452648201","73.0908056857482","76.9318364543161","77.4039966415023","77.3069268457128","76.7666739349692","77.3274185111977","77.3141740574603","77.3327775034754","76.4585592818809","77.1872279973664","77.8467619344308","73.9043365807626","74.7143827307078","76.644615261933","76.3114880601128","72.8934492484742","73.7064293222748","74.1552046999262","73.7405026081118","73.4822964550079","72.9168232818221","72.0778257041711","71.7158482801607","69.8837295207994","69.9671990636119","69.5940832720991","69.5032784245849","69.0179373509079","69.400627681539","70.4762532870959","70.9905459717416","73.0183614037534","72.8933789466831","",
"Europe & Central Asia","ECS","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","3.02261459993972","3.4124259726309","","","6.15541234853129","5.9583651241168","6.20920460879695","6.16174354528322","6.07721306425399","7.95947194133303","9.31918412975937","9.32563259523687","7.0878688054074","7.49169047000393","8.35287627637671","8.64726123362374","8.27416026218675","9.73518206301925","9.1569569280759","8.89088601252131","9.88562906745973","8.38576081385046","9.56552868913635","9.62752285643224","10.5902472607382","11.0248991906436","10.6692622692384","11.0289412119595","10.429656793634","10.410558102936","10.1463844042593","9.85788571865977","9.25491270202937","9.05488119927216","9.00478589320631","8.66031463772893","",
"Europe & Central Asia","ECS","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13511645250065","8.48965501793588","7.87099648653953","7.38255282512326","7.47974121468545","7.59482914504228","7.65181493034237","5.98772203539368","5.40520705019193","5.30286409530793","5.43351308815626","4.90888671406511","4.49222465265042","4.26493966525746","4.41878271312086","4.51164786482193","4.64975371232156","","",
